HEPES,HEPES_pH7.0,HEPES_pH7.2,HEPES_pH7.4,HEPES_pH7.6,HEPES_pH7.8,HEPES_pH8.0,MgCl2,CP,Bicarbonate,Formate,CoA,B12,ATP,NADPH,Pco,Ccr,Epi,Mcm,Scr,Ssr,Hbs,Hbd,Ecm,Mco,Mch,Mcl,KatE,Fdh,CA,Gor,CK,yield,yield_std
175,0,0,0,0,1,0,15,5,20,5,0,0,5,8.75,0.287025,2.4668,5.2115,1.52075,17.4365,4.416,2.669625,3.2724,1.44125,62.9671,0.8508,1.99,4.10325,7.28,0.016675,4.97115,1.96075,9.827343591,4.292644812
100,0,0,0,0,1,0,5,0,10,40,0.5,0.4,10,10,0.95675,2.4668,6.7005,0.152075,2.615475,3.864,0.533925,3.2724,2.306,46.5409,0.2836,11.144,0.82065,40.768,0.0667,2.76175,1.17645,2.617582683,1.514017417
200,0,0,0,0,1,0,17.5,10,20,10,0.3,0,10,7.5,5.3578,2.15845,2.2335,1.52075,9.590075,1.104,1.601775,1.4544,2.306,26.00815,1.418,19.9,8.2065,7.28,0.083375,5.247325,2.3529,14.10390927,0.978780859
175,0,0,0,0,1,0,10,20,20,20,3,0.1,9,2.5,2.2962,1.2334,4.467,1.2166,5.23095,1.104,1.601775,0.3636,2.59425,84.8687,1.7016,14.726,1.6413,13.104,0.03335,3.590275,3.52935,6.973808707,0.192300947
100,0,0,0,0,1,0,20,0,20,80,1,0,10,2.5,9.5675,0.92505,5.956,0.30415,6.9746,4.416,5.33925,2.5452,2.8825,34.22125,1.9852,11.144,0.82065,4.368,0.016675,4.97115,3.52935,6.217673165,0.438335298
50,0,1,0,0,0,0,12.5,5,5,5,0.5,0,3,2.5,4.01835,0.92505,2.978,0.456225,3.4873,2.208,1.601775,2.1816,2.8825,46.5409,2.2688,19.9,2.46195,53.872,0.016675,5.247325,3.52935,7.353639483,0.43062735
50,0,0,0,0,1,0,12.5,5,20,60,0.3,0.1,7,2.5,3.0616,0.6167,0.7445,0.456225,3.4873,4.968,21.890925,2.9088,2.8825,46.5409,2.5524,14.726,2.46195,23.296,0.150075,1.933225,1.96075,8.318942308,0.421190596
175,0,0,0,0,1,0,12.5,20,10,10,0.3,0.1,10,3.75,5.3578,0.6167,1.489,0.6083,13.077375,3.864,21.890925,0.7272,2.59425,46.5409,2.836,3.582,1.6413,7.28,0.1334,5.247325,0.7843,6.976055227,0.203185552
75,0,0,0,0,0,1,5,20,10,10,3,0.2,10,1.25,4.01835,1.54175,0.7445,0.91245,13.077375,4.968,0.533925,2.9088,2.306,34.22125,1.9852,14.726,4.9239,13.104,0.016675,4.694975,2.74505,10.87010065,0.925493239
200,0,0,0,0,0,1,2.5,2.5,20,0,1,0,7,1.25,7.175625,2.4668,5.2115,0.6083,13.077375,0.552,12.280275,2.5452,2.8825,26.00815,2.5524,4.776,7.38585,13.104,0.0667,3.590275,1.17645,6.064053126,0.147313305
50,0,0,0,0,0,1,10,0,10,60,0.4,0,10,6.25,5.3578,2.15845,3.7225,0.91245,6.9746,1.656,39.51045,0.3636,2.8825,34.22125,1.1344,14.726,1.6413,23.296,0.016675,0.276175,3.52935,7.569951042,0.537923885
125,0,1,0,0,0,0,15,10,20,2.5,0.5,0.1,5,3.75,1.72215,0.92505,1.489,2.889425,2.615475,1.656,5.33925,1.818,2.8825,84.8687,1.418,14.726,2.46195,13.104,0.150075,4.4188,2.74505,6.418420452,0.125703473
75,0,1,0,0,0,0,15,10,10,40,0.5,0.2,7,6.25,4.01835,2.4668,0.7445,1.2166,9.590075,4.968,21.890925,2.5452,1.44125,34.22125,0.5672,19.9,0.82065,23.296,0.0667,2.485575,2.74505,7.735172234,0.422101974
150,0,0,0,0,0,1,10,5,10,2.5,2,0.1,5,3.75,3.0616,1.54175,1.489,0.152075,3.4873,1.656,2.669625,2.1816,2.59425,113.61455,0.2836,14.726,0.82065,4.368,0.1334,3.3141,3.1372,5.176793493,0.385784981
100,0,0,0,0,0,1,17.5,20,5,10,2,0,8,8.75,5.3578,0.6167,5.2115,1.2166,6.9746,3.864,5.33925,2.9088,2.8825,113.61455,1.7016,1.194,4.10325,13.104,0.0667,5.247325,1.17645,3.491969541,0.209784265
125,0,0,0,0,0,1,17.5,10,10,0,1,0.1,7,2.5,4.01835,1.8501,0.7445,2.889425,3.4873,1.656,5.33925,2.9088,2.59425,34.22125,1.9852,8.358,4.9239,13.104,0.116725,2.485575,2.74505,6.934620629,0.064500815
150,0,0,0,0,0,1,15,5,5,80,0.3,0.1,4,3.75,5.3578,3.0835,2.978,0.6083,6.9746,2.208,2.669625,1.0908,2.8825,34.22125,1.1344,3.582,0.82065,7.28,0.03335,3.037925,0.39215,20.53662456,1.644423608
75,0,0,0,1,0,0,5,5,5,20,0.3,0.1,8,3.75,9.5675,0.92505,5.2115,0.91245,6.9746,2.208,39.51045,1.4544,2.01775,34.22125,2.2688,3.582,2.46195,4.368,0.083375,3.86645,1.17645,7.841106345,0.3085305
50,0,0,1,0,0,0,2.5,5,2.5,5,0.4,0.1,7,7.5,4.01835,2.77515,0.7445,1.2166,9.590075,2.208,1.601775,1.0908,2.59425,46.5409,0.5672,1.194,8.2065,7.28,0.10005,4.694975,3.1372,6.436135996,0.066754318
75,0,1,0,0,0,0,5,2.5,2.5,2.5,3,0,6,3.75,3.0616,1.54175,6.7005,0.91245,17.4365,0.552,39.51045,1.0908,2.59425,26.00815,1.1344,14.726,6.5652,4.368,0.083375,3.86645,0.39215,2.899361434,0.186481416
100,0,0,0,0,0,1,5,0,2.5,20,0.5,0,9,10,0.478375,1.54175,0.7445,0.6083,2.615475,1.104,1.601775,3.2724,2.8825,46.5409,2.836,14.726,0.82065,4.368,0.083375,4.694975,3.1372,16.85268854,1.990915074
100,0,0,0,0,0,1,15,5,10,10,0.4,0.1,3,10,3.0616,0.6167,5.2115,0.6083,17.4365,4.416,9.076725,3.2724,1.7295,26.00815,1.9852,11.144,1.6413,13.104,0.03335,4.4188,0.39215,11.31973669,0.611054263
100,1,0,0,0,0,0,7.5,40,2.5,40,0.5,0.1,8,6.25,5.3578,0.6167,5.2115,0.456225,6.9746,4.968,5.33925,0.3636,2.306,34.22125,2.5524,19.9,1.6413,23.296,0.03335,2.485575,2.74505,10.96131521,0.651508049
125,0,1,0,0,0,0,12.5,2.5,5,60,0.3,0.1,10,10,3.0616,0.92505,6.7005,1.52075,5.23095,4.968,2.669625,3.2724,2.8825,84.8687,1.9852,6.368,6.5652,13.104,0.03335,4.142625,1.96075,9.627835718,0.767965629
50,0,0,0,1,0,0,15,20,10,20,0.3,0.1,3,8.75,5.3578,0.6167,0.7445,0.456225,3.4873,2.208,16.551675,1.0908,2.8825,34.22125,2.5524,19.9,0.82065,72.8,0.1334,3.3141,0.39215,6.306384736,0.19104302
75,0,0,1,0,0,0,10,0,5,5,0.5,0,5,5,4.01835,1.2334,3.7225,1.2166,13.077375,1.104,1.601775,0.3636,2.8825,62.9671,1.7016,1.194,7.38585,4.368,0.0667,4.97115,1.5686,5.974399781,1.032139952
100,1,0,0,0,0,0,2.5,20,10,20,3,0,10,5,4.01835,2.77515,4.467,2.889425,5.23095,2.76,12.280275,2.1816,2.01775,26.00815,1.1344,14.726,3.2826,23.296,0.0667,4.97115,0.7843,11.73116018,1.122309616
75,0,0,0,0,1,0,7.5,60,20,10,0.4,0,10,10,2.2962,1.8501,2.978,0.456225,13.077375,1.104,2.669625,1.4544,2.8825,84.8687,1.1344,14.726,2.46195,53.872,0.050025,0.828525,0.39215,10.35433431,0.730327183
100,0,0,0,1,0,0,12.5,0,40,5,1,0.1,5,3.75,3.0616,1.2334,0.7445,0.91245,13.077375,2.76,5.33925,2.5452,2.8825,46.5409,1.418,8.358,5.74455,40.768,0.10005,3.037925,1.96075,10.16760064,0.265484953
100,1,0,0,0,0,0,17.5,0,10,10,3,0.1,6,1.25,4.01835,0.92505,2.978,0.91245,13.077375,1.656,2.669625,2.9088,2.8825,34.22125,1.418,14.726,0.82065,53.872,0.16675,3.590275,0.39215,4.706980485,0.111420205
75,0,0,1,0,0,0,20,40,40,0,3,0,8,6.25,4.01835,1.8501,5.2115,1.2166,9.590075,3.864,1.601775,2.5452,2.59425,84.8687,0.2836,19.9,1.6413,7.28,0.016675,1.380875,0.39215,4.950263627,0.443737599
125,0,0,0,1,0,0,2.5,0,20,2.5,0.2,0.1,6,7.5,5.3578,1.2334,5.2115,0.152075,6.9746,1.104,1.601775,3.636,2.8825,62.9671,1.1344,3.582,0.82065,13.104,0.116725,4.694975,1.96075,15.700737,2.172042243
175,0,0,0,1,0,0,2.5,2.5,5,0,0.4,0.1,6,1.25,2.2962,2.15845,5.2115,0.6083,9.590075,4.968,16.551675,3.636,2.8825,62.9671,0.8508,4.776,5.74455,4.368,0.03335,3.86645,1.96075,3.753042364,0.223059669
75,0,0,0,0,1,0,2.5,0,2.5,10,0.3,0.1,5,5,5.3578,0.92505,0.7445,1.2166,13.077375,2.208,0.533925,0.7272,2.8825,46.5409,0.5672,1.99,1.6413,13.104,0.0667,1.933225,1.5686,12.86026886,1.138849168
100,0,0,0,0,0,1,5,10,5,20,0.4,0,10,2.5,7.175625,1.54175,2.2335,0.456225,6.9746,3.864,1.601775,0.7272,0.86475,34.22125,2.2688,11.144,4.9239,30.576,0.0667,4.97115,1.5686,18.75375296,0.493977481
50,0,0,0,0,1,0,20,2.5,40,10,0.5,0,3,10,5.3578,2.15845,5.956,0.152075,9.590075,1.104,39.51045,2.1816,2.59425,26.00815,2.5524,19.9,1.6413,13.104,0.050025,1.380875,2.74505,6.179216268,0.33041929
200,1,0,0,0,0,0,20,5,2.5,20,1,0,9,10,4.01835,1.8501,4.467,0.152075,5.23095,4.416,21.890925,1.4544,2.8825,34.22125,2.836,4.776,5.74455,30.576,0.116725,4.694975,2.74505,4.350645127,0.519504688
50,0,0,0,1,0,0,15,0,10,5,0.2,0.1,6,5,5.3578,0.92505,5.956,0.456225,13.077375,1.656,12.280275,3.2724,2.8825,62.9671,0.8508,3.582,1.6413,53.872,0.016675,1.933225,1.5686,6.38987774,0.496520601
100,0,0,0,0,0,1,12.5,60,20,10,0.5,0.1,9,1.25,0.95675,2.77515,1.489,0.456225,3.4873,4.416,39.51045,2.9088,2.59425,34.22125,1.1344,11.144,1.6413,13.104,0.03335,4.694975,3.1372,6.175556079,0.71780029
50,0,0,1,0,0,0,7.5,40,5,10,1,0.1,10,8.75,3.0616,1.54175,6.7005,1.52075,9.590075,2.208,5.33925,2.9088,2.8825,26.00815,0.2836,3.582,3.2826,23.296,0.116725,4.97115,3.52935,8.292871834,0.458145264
50,0,0,0,1,0,0,2.5,10,5,10,2,0.1,6,8.75,4.01835,2.4668,2.2335,1.52075,17.4365,1.104,1.601775,0.3636,2.59425,113.61455,1.7016,4.776,4.9239,4.368,0.083375,2.485575,0.39215,7.12902071,1.012130079
50,0,0,0,0,0,1,15,5,20,10,2,0,3,10,9.5675,0.92505,4.467,2.889425,13.077375,4.416,12.280275,2.1816,2.8825,34.22125,0.5672,3.582,7.38585,4.368,0.016675,2.76175,1.5686,6.415997598,0.981130327
75,0,1,0,0,0,0,2.5,10,10,20,0.3,0,10,6.25,2.2962,1.54175,3.7225,1.52075,5.23095,1.656,21.890925,2.9088,2.306,62.9671,1.7016,14.726,5.74455,4.368,0.050025,2.76175,3.52935,11.42480413,0.197294185
50,0,1,0,0,0,0,20,20,20,0,0.5,0,4,6.25,5.3578,2.4668,5.2115,0.152075,3.4873,2.208,16.551675,1.4544,2.8825,34.22125,2.2688,19.9,4.9239,13.104,0.050025,2.485575,1.96075,6.64982271,0.3050364
50,0,0,1,0,0,0,10,5,20,80,0.5,0.1,9,8.75,2.2962,3.0835,2.978,2.12905,9.590075,4.968,2.669625,0.3636,2.8825,84.8687,0.2836,8.358,0.82065,4.368,0.16675,4.694975,2.74505,14.71794373,1.276700492
150,0,0,0,1,0,0,10,5,20,5,1,0,9,10,5.3578,0.6167,3.7225,0.456225,6.9746,2.76,0.533925,1.818,2.306,84.8687,1.9852,1.592,7.38585,7.28,0.0667,4.694975,1.96075,8.28658008,0.447815948
175,0,0,0,0,0,1,15,5,20,20,0.5,0,9,7.5,5.3578,1.8501,5.956,0.30415,9.590075,2.76,2.669625,2.9088,1.44125,113.61455,1.9852,2.786,1.6413,13.104,0.016675,4.4188,1.96075,8.852282863,0.46296641
125,0,0,0,1,0,0,7.5,20,5,2.5,0.2,0,6,3.75,7.175625,1.54175,2.2335,0.91245,6.9746,0.552,9.076725,1.0908,2.306,62.9671,0.2836,6.368,8.2065,30.576,0.03335,4.97115,2.74505,7.281287034,0.29309651
150,0,0,0,0,1,0,10,10,10,10,5,0.1,6,8.75,3.0616,0.92505,2.2335,0.30415,13.077375,2.76,1.601775,0.7272,2.8825,26.00815,2.836,14.726,7.38585,13.104,0.150075,3.3141,0.7843,9.461213235,0.431847194
125,0,0,0,1,0,0,15,60,2.5,2.5,0.5,0.1,7,5,0.95675,1.8501,3.7225,1.2166,6.9746,4.416,21.890925,2.1816,2.59425,26.00815,1.9852,19.9,1.6413,13.104,0.050025,4.4188,1.96075,7.31666068,1.914108962
75,0,0,0,1,0,0,10,60,10,40,2,0,8,7.5,4.01835,3.0835,0.7445,1.52075,17.4365,4.416,1.601775,1.818,2.8825,34.22125,1.1344,1.194,4.9239,13.104,0.10005,4.97115,0.7843,2.114241471,0.127454606
50,0,0,0,0,1,0,17.5,2.5,20,10,0.5,0,8,8.75,3.0616,0.92505,6.7005,2.889425,5.23095,0.552,16.551675,1.0908,2.59425,113.61455,2.2688,1.99,7.38585,53.872,0.0667,4.694975,0.39215,3.791684813,0.171502863
50,0,1,0,0,0,0,12.5,0,5,80,0.4,0,6,1.25,4.01835,2.15845,5.956,0.456225,6.9746,4.416,1.601775,0.7272,2.59425,113.61455,1.7016,14.726,5.74455,13.104,0.10005,3.3141,0.39215,8.489503563,0.810150197
50,0,0,1,0,0,0,7.5,20,2.5,40,1,0.1,4,7.5,9.5675,0.92505,5.2115,2.12905,9.590075,3.864,1.601775,3.2724,2.01775,34.22125,1.9852,8.358,6.5652,7.28,0.050025,4.142625,2.74505,12.16134592,0.220622951
150,0,0,0,0,0,1,10,0,10,20,1,0.1,3,2.5,3.0616,1.2334,5.956,0.91245,9.590075,4.968,21.890925,1.4544,2.01775,46.5409,0.5672,0.796,1.6413,40.768,0.016675,4.142625,3.1372,3.47194905,0.612000637
50,0,0,0,0,1,0,5,2.5,10,5,0.5,0.1,1,1.25,5.3578,2.15845,5.956,1.2166,6.9746,1.656,16.551675,2.1816,0.86475,46.5409,1.9852,19.9,3.2826,13.104,0.016675,5.247325,1.96075,6.074264619,0.268152279
50,0,0,0,0,1,0,17.5,10,5,20,4,0.1,5,5,3.0616,1.54175,3.7225,0.91245,13.077375,4.416,12.280275,1.818,2.8825,34.22125,1.9852,1.592,4.9239,23.296,0.03335,3.590275,0.7843,3.10174069,0.14885922
200,0,0,0,0,0,1,5,10,2.5,40,0.4,0,5,1.25,5.3578,0.92505,2.978,2.12905,13.077375,4.416,21.890925,1.0908,2.8825,26.00815,0.2836,1.99,2.46195,4.368,0.16675,3.86645,2.3529,7.727496819,0.337066684
175,0,0,0,0,1,0,5,0,5,10,0.2,0,10,10,3.0616,1.8501,5.956,1.52075,9.590075,3.312,9.076725,1.4544,2.59425,62.9671,2.5524,1.99,1.6413,23.296,0.0667,3.590275,0.7843,9.436125894,0.591575235
100,0,0,0,0,0,1,17.5,20,10,2.5,1,0,9,6.25,5.3578,0.30835,2.2335,0.152075,3.4873,4.416,1.601775,1.818,2.8825,62.9671,1.9852,14.726,4.9239,72.8,0.1334,4.4188,0.7843,3.984590634,0.174247012
150,0,1,0,0,0,0,5,2.5,20,2.5,0.2,0,6,10,4.01835,0.92505,3.7225,0.91245,9.590075,2.76,12.280275,3.2724,2.306,34.22125,1.7016,11.144,0.82065,4.368,0.116725,4.97115,2.3529,14.04283459,0.284608225
175,0,0,1,0,0,0,15,2.5,20,2.5,0.4,0.1,4,8.75,3.0616,1.54175,4.467,1.52075,2.615475,3.312,9.076725,1.4544,2.59425,84.8687,2.5524,19.9,4.9239,4.368,0.10005,3.037925,2.3529,7.8206066,0.185585085
150,0,1,0,0,0,0,7.5,10,10,10,1,0,7,8.75,9.5675,2.15845,6.7005,0.91245,6.9746,0.552,0.533925,2.9088,2.59425,34.22125,0.8508,1.592,2.46195,30.576,0.016675,1.933225,0.39215,7.765462877,0.359007612
75,0,0,0,1,0,0,12.5,10,40,80,0.5,0.1,9,3.75,9.5675,2.15845,5.2115,0.30415,6.9746,4.968,0.533925,1.818,2.59425,26.00815,2.836,0.796,0.82065,13.104,0.116725,3.590275,0.39215,10.5491788,3.591487698
75,0,0,1,0,0,0,7.5,20,40,20,0.5,0,9,7.5,7.175625,0.6167,5.956,2.889425,6.9746,4.968,1.601775,1.818,2.59425,26.00815,1.9852,3.582,3.2826,23.296,0.0667,4.694975,1.5686,17.51426483,1.859426342
100,0,0,0,0,1,0,2.5,5,20,20,0.3,0.1,9,2.5,2.2962,0.30835,0.7445,1.52075,3.4873,3.864,2.669625,1.0908,0.5765,84.8687,1.9852,14.726,4.10325,13.104,0.050025,3.86645,2.3529,12.07353557,1.116034353
125,0,0,1,0,0,0,2.5,20,10,20,0.3,0.1,1,8.75,3.0616,1.8501,2.978,0.6083,9.590075,4.416,12.280275,1.4544,1.44125,26.00815,2.2688,14.726,2.46195,30.576,0.03335,2.76175,2.74505,10.7917589,1.453587141
75,0,0,0,1,0,0,2.5,2.5,10,2.5,2,0,6,3.75,2.2962,1.8501,5.956,0.6083,3.4873,1.656,21.890925,1.4544,2.59425,84.8687,1.418,1.194,7.38585,13.104,0.050025,4.97115,3.52935,4.610682183,0.086398309
75,0,0,0,0,1,0,12.5,20,5,60,2,0,5,1.25,3.0616,2.4668,0.7445,0.456225,9.590075,4.416,16.551675,1.4544,2.01775,34.22125,0.8508,19.9,4.10325,7.28,0.16675,3.86645,2.74505,5.822427167,0.449790248
100,0,0,1,0,0,0,2.5,5,40,60,4,0,6,2.5,3.0616,2.4668,5.956,0.456225,2.615475,2.208,5.33925,2.1816,2.8825,26.00815,2.2688,19.9,2.46195,7.28,0.0667,4.97115,0.7843,11.71677935,0.276968533
150,0,1,0,0,0,0,2.5,10,2.5,80,0.2,0.1,6,8.75,3.0616,0.6167,4.467,0.91245,3.4873,3.312,1.601775,0.3636,2.59425,26.00815,0.2836,8.358,4.9239,13.104,0.03335,2.485575,3.52935,17.6909525,0.818166496
100,1,0,0,0,0,0,17.5,5,20,5,4,0.1,7,2.5,3.0616,1.54175,0.7445,0.6083,3.4873,2.208,12.280275,0.3636,2.8825,84.8687,2.836,2.786,3.2826,4.368,0.1334,4.4188,0.39215,2.563721895,0.123904735
50,0,1,0,0,0,0,10,10,20,5,1,0.1,5,5,9.5675,1.2334,1.489,0.152075,13.077375,3.312,1.601775,1.4544,2.8825,34.22125,1.9852,1.99,3.2826,4.368,0.150075,0.828525,0.7843,11.31482699,1.0501902
75,0,0,1,0,0,0,5,5,2.5,80,0.4,0,9,8.75,3.0616,3.0835,5.2115,0.152075,6.9746,4.416,2.669625,2.5452,2.8825,62.9671,2.5524,2.786,4.10325,23.296,0.03335,3.037925,3.52935,6.420897702,0.93472442
175,0,1,0,0,0,0,7.5,10,20,5,0.3,0,9,1.25,1.72215,0.6167,5.2115,0.30415,6.9746,1.104,0.533925,2.9088,2.8825,34.22125,1.9852,3.582,7.38585,23.296,0.050025,3.86645,1.17645,13.77250632,1.529558509
125,1,0,0,0,0,0,10,10,20,0,0.5,0,5,3.75,3.0616,0.92505,5.2115,2.889425,9.590075,2.76,39.51045,0.3636,2.8825,26.00815,1.7016,0.398,7.38585,13.104,0.16675,4.694975,3.52935,2.560814634,0.064109276
50,0,1,0,0,0,0,10,2.5,2.5,60,0.4,0.1,5,1.25,0.95675,1.54175,3.7225,2.12905,2.615475,4.416,0.533925,2.5452,2.8825,46.5409,1.1344,14.726,1.6413,7.28,0.150075,3.86645,1.17645,17.19317893,0.596910223
150,0,0,0,1,0,0,5,2.5,10,60,0.4,0,10,2.5,9.5675,0.92505,2.978,0.30415,6.9746,0.552,0.533925,1.0908,2.59425,46.5409,0.8508,8.358,1.6413,40.768,0.1334,2.76175,1.96075,13.3351709,0.195027484
100,0,1,0,0,0,0,15,60,10,2.5,0.5,0.1,6,6.25,3.0616,0.6167,0.7445,0.152075,9.590075,4.416,2.669625,2.5452,2.59425,62.9671,2.5524,4.776,5.74455,23.296,0.116725,4.142625,0.7843,9.230517,0.408345297
125,0,0,0,0,1,0,15,10,20,10,0.5,0.2,8,7.5,4.01835,1.54175,5.956,2.12905,1.74365,1.656,1.601775,2.9088,1.44125,26.00815,2.836,14.726,3.2826,30.576,0.050025,4.142625,3.52935,15.53067558,0.619484995
150,0,0,1,0,0,0,2.5,2.5,2.5,10,0.3,0,7,10,7.175625,0.6167,5.2115,0.456225,17.4365,1.656,9.076725,2.9088,2.8825,62.9671,0.2836,3.582,5.74455,53.872,0.083375,0.828525,3.1372,5.333197841,0.662372606
125,0,0,0,0,0,1,5,2.5,20,5,0.5,0,7,5,7.175625,2.4668,5.2115,0.30415,6.9746,0.552,0.533925,0.3636,2.306,46.5409,1.418,19.9,7.38585,40.768,0.10005,2.485575,0.39215,14.33061659,0.364009774
50,0,0,0,0,0,1,12.5,2.5,2.5,20,2,0.1,1,2.5,3.0616,0.6167,1.489,1.2166,5.23095,4.416,39.51045,2.5452,2.8825,34.22125,1.9852,6.368,4.10325,53.872,0.10005,3.037925,0.39215,4.335142331,0.474363505
50,0,0,0,1,0,0,20,5,5,20,5,0,8,8.75,3.0616,2.4668,1.489,2.889425,5.23095,2.76,5.33925,2.1816,2.8825,113.61455,0.2836,0.398,0.82065,40.768,0.050025,2.76175,1.96075,1.105024427,0.025988336
125,0,0,0,1,0,0,10,40,10,2.5,0.5,0,3,7.5,3.0616,3.0835,0.7445,2.889425,5.23095,1.104,0.533925,3.2724,2.59425,26.00815,2.2688,1.99,0.82065,13.104,0.16675,4.4188,0.39215,20.33507532,1.285172526
75,0,1,0,0,0,0,5,20,5,20,0,0.1,9,8.75,4.01835,1.2334,0.7445,0.91245,5.23095,2.208,9.076725,1.818,2.8825,62.9671,2.836,2.786,1.6413,4.368,0.0667,1.933225,1.5686,14.08273604,0.659216703
100,0,0,0,0,1,0,15,10,10,5,0.4,0.1,4,3.75,7.175625,1.2334,6.7005,0.152075,0.871825,4.968,9.076725,2.9088,2.59425,34.22125,1.1344,19.9,2.46195,13.104,0.0667,4.142625,0.7843,7.418778628,1.133193652
150,0,1,0,0,0,0,17.5,2.5,10,40,0.5,0,2,7.5,7.175625,0.30835,3.7225,0.91245,5.23095,0.552,21.890925,1.4544,2.8825,26.00815,1.9852,0.398,6.5652,30.576,0.0667,3.037925,2.3529,3.386186513,0.167786257
125,0,0,0,1,0,0,2.5,40,20,0,0.5,0,7,1.25,3.0616,0.6167,5.956,1.2166,6.9746,1.104,12.280275,0.7272,1.153,62.9671,2.2688,3.582,4.10325,23.296,0.0667,5.247325,3.52935,4.113356955,0.142840299
50,0,0,0,1,0,0,12.5,10,10,2.5,0.1,0,5,2.5,7.175625,0.92505,6.7005,2.12905,5.23095,4.968,12.280275,3.2724,2.306,46.5409,2.836,6.368,2.46195,23.296,0.0667,4.142625,2.3529,6.525083346,0.294232049
100,0,0,0,0,1,0,17.5,2.5,20,40,3,0,9,1.25,9.5675,2.15845,5.956,0.91245,2.615475,3.312,9.076725,3.2724,2.306,34.22125,2.5524,4.776,2.46195,23.296,0.0667,3.037925,0.39215,6.760845631,0.24613277
100,0,0,0,0,1,0,5,0,10,5,0.4,0.2,7,3.75,9.5675,0.30835,0.7445,2.12905,3.4873,2.208,12.280275,2.9088,2.8825,46.5409,1.9852,0.398,5.74455,13.104,0.016675,4.4188,3.52935,6.966073206,0.196484038
75,0,0,1,0,0,0,2.5,2.5,5,0,0.3,0.1,4,6.25,3.0616,1.8501,4.467,1.2166,9.590075,1.656,9.076725,0.7272,2.01775,34.22125,1.7016,8.358,6.5652,40.768,0.1334,4.97115,2.74505,11.35410205,0.767923415
100,0,0,1,0,0,0,7.5,0,2.5,20,1,0.1,8,5,5.3578,0.6167,4.467,1.2166,3.4873,1.104,1.601775,1.4544,2.306,113.61455,1.1344,4.776,8.2065,7.28,0.050025,1.933225,3.1372,9.756900456,0.246030082
175,0,0,0,0,0,1,2.5,20,5,40,0.5,0,7,3.75,4.01835,2.4668,5.956,0.456225,13.077375,2.208,5.33925,0.7272,1.44125,26.00815,1.9852,2.786,0.82065,30.576,0.016675,4.4188,1.17645,3.967822824,0.281731457
175,0,0,0,0,0,1,5,20,10,0,0.4,0,7,6.25,7.175625,1.54175,2.978,0.6083,17.4365,0.552,1.601775,0.3636,0.5765,26.00815,0.8508,0.796,4.10325,4.368,0.03335,4.694975,2.3529,9.875921575,0.430875503
75,0,0,0,0,1,0,5,5,20,10,0,0.1,8,2.5,4.01835,2.4668,2.978,1.52075,6.9746,4.968,12.280275,3.636,0.5765,26.00815,1.418,19.9,0.82065,7.28,0.050025,4.142625,0.7843,18.49766067,0.811277918
150,0,0,0,0,0,1,2.5,60,5,40,0.5,0,5,2.5,7.175625,2.15845,1.489,0.30415,9.590075,4.968,1.601775,3.636,2.8825,26.00815,1.1344,1.99,2.46195,7.28,0.016675,3.3141,2.3529,7.806645078,1.225969927
125,0,0,0,0,1,0,17.5,5,20,2.5,0.2,0,6,1.25,1.72215,0.6167,5.2115,0.91245,6.9746,4.968,21.890925,3.636,2.01775,46.5409,1.7016,4.776,2.46195,23.296,0.1334,4.142625,2.74505,3.901619059,0.326176342
75,0,1,0,0,0,0,20,40,5,2.5,1,0.1,8,1.25,3.0616,2.4668,1.489,1.2166,5.23095,3.312,29.365875,0.3636,2.306,46.5409,0.8508,11.144,3.2826,13.104,0.10005,4.694975,0.7843,2.678629264,0.196418718
50,0,0,0,1,0,0,7.5,20,20,20,0.5,0.1,8,7.5,7.175625,2.15845,1.489,0.30415,17.4365,3.312,29.365875,0.3636,1.7295,46.5409,2.5524,2.786,1.6413,13.104,0.116725,4.142625,3.1372,7.051936934,0.723280858
150,0,0,0,1,0,0,17.5,10,2.5,2.5,0,0.1,3,3.75,5.3578,0.30835,3.7225,1.2166,17.4365,3.864,2.669625,1.4544,2.8825,46.5409,1.7016,8.358,0.82065,13.104,0.1334,4.97115,0.39215,5.580826905,0.189885785
50,0,0,0,0,1,0,2.5,2.5,5,2.5,0.4,0.2,10,1.25,3.0616,2.77515,4.467,0.6083,9.590075,3.312,1.601775,0.7272,0.86475,34.22125,1.9852,19.9,8.2065,53.872,0.150075,3.3141,0.39215,8.054881121,0.669587409
125,0,1,0,0,0,0,7.5,20,10,0,0.3,0.1,9,7.5,4.01835,2.77515,4.467,0.152075,13.077375,4.416,2.669625,2.5452,2.01775,26.00815,1.1344,19.9,2.46195,23.296,0.10005,2.76175,0.7843,10.72095325,0.844306431
75,0,0,0,0,1,0,2.5,40,2.5,20,0.5,0.1,10,2.5,5.3578,2.4668,0.7445,0.30415,17.4365,1.656,2.669625,0.7272,2.59425,113.61455,1.7016,2.786,0.82065,4.368,0.03335,0.828525,1.17645,4.67531985,0.247515913
100,0,0,0,0,1,0,7.5,20,10,5,0.4,0,8,5,3.0616,0.6167,2.2335,1.52075,6.9746,3.864,1.601775,2.9088,1.153,84.8687,1.418,14.726,2.46195,72.8,0.150075,5.247325,1.17645,9.039802529,0.133024075
